,geocode,country,province,district,subdistrict,postcode,lon,lat,elevation,road,road_lon,road_lat,road_char
0,110101,ประเทศไทย,จ.สมุทรปราการ,อ.เมืองสมุทรปราการ,ต.ปากน้ำ,10270,100.59746,13.592959,9,ถนนวัดกลาง,100.597466,13.592977,5.0
1,110102,ประเทศไทย,จ.สมุทรปราการ,อ.เมืองสมุทรปราการ,ต.สำโรงเหนือ,10270,100.62761,13.631806,8,ถนนวัดด่านสำโรง,100.627579,13.631737,5.0
2,110102,ประเทศไทย,จ.สมุทรปราการ,อ.เมืองสมุทรปราการ,ต.สำโรงเหนือ,10270,100.60492,13.644825,4,ซอยสำโรงเหนือ 23,100.604927,13.644821,6.0
3,110505,ประเทศไทย,จ.สมุทรปราการ,อ.พระสมุทรเจดีย์,ต.ในคลองบางปลากด,10290,100.56541,13.593695,7,ซอยวัดใหญ่,100.565338,13.593748,6.0
4,110301,ประเทศไทย,จ.สมุทรปราการ,อ.บางพลี,ต.บางพลีใหญ่,10540,100.71339,13.611799,3,ถนนสุขาภิบาล 6,100.71331,13.611815,5.0
5,110505,ประเทศไทย,จ.สมุทรปราการ,อ.พระสมุทรเจดีย์,ต.ในคลองบางปลากด,10290,100.56455,13.594802,3,ซอยวัดแค,100.56456,13.594794,6.0
6,110403,ประเทศไทย,จ.สมุทรปราการ,อ.พระประแดง,ต.บางจาก,10130,100.54598,13.614847,4,สุขสวัสดิ์ 78,100.54599,13.614834,6.0
7,110403,ประเทศไทย,จ.สมุทรปราการ,อ.พระประแดง,ต.บางจาก,10130,100.538635,13.622791,8,ถนนสุขสวัสดิ์,100.538742,13.622891,3.0
8,110407,ประเทศไทย,จ.สมุทรปราการ,อ.พระประแดง,ต.สำโรงใต้,10130,100.58722,13.6441765,6,,,,
9,110308,ประเทศไทย,จ.สมุทรปราการ,อ.บางพลี,ต.ราชาเทวะ,10540,100.735985,13.7068405,5,ถนนกิ่งแก้ว,100.736076,13.706796,4.0
10,110101,ประเทศไทย,จ.สมุทรปราการ,อ.เมืองสมุทรปราการ,ต.ปากน้ำ,10270,100.59746,13.592959,9,ถนนวัดกลาง,100.597466,13.592977,5.0
11,110102,ประเทศไทย,จ.สมุทรปราการ,อ.เมืองสมุทรปราการ,ต.สำโรงเหนือ,10270,100.62761,13.631806,8,ถนนวัดด่านสำโรง,100.627579,13.631737,5.0
12,110102,ประเทศไทย,จ.สมุทรปราการ,อ.เมืองสมุทรปราการ,ต.สำโรงเหนือ,10270,100.60492,13.644825,4,ซอยสำโรงเหนือ 23,100.604927,13.644821,6.0
13,110505,ประเทศไทย,จ.สมุทรปราการ,อ.พระสมุทรเจดีย์,ต.ในคลองบางปลากด,10290,100.56541,13.593695,7,ซอยวัดใหญ่,100.565338,13.593748,6.0
14,110301,ประเทศไทย,จ.สมุทรปราการ,อ.บางพลี,ต.บางพลีใหญ่,10540,100.71339,13.611799,3,ถนนสุขาภิบาล 6,100.71331,13.611815,5.0
15,110505,ประเทศไทย,จ.สมุทรปราการ,อ.พระสมุทรเจดีย์,ต.ในคลองบางปลากด,10290,100.56455,13.594802,3,ซอยวัดแค,100.56456,13.594794,6.0
16,110403,ประเทศไทย,จ.สมุทรปราการ,อ.พระประแดง,ต.บางจาก,10130,100.54598,13.614847,4,สุขสวัสดิ์ 78,100.54599,13.614834,6.0
17,110403,ประเทศไทย,จ.สมุทรปราการ,อ.พระประแดง,ต.บางจาก,10130,100.538635,13.622791,8,ถนนสุขสวัสดิ์,100.538742,13.622891,3.0
18,110407,ประเทศไทย,จ.สมุทรปราการ,อ.พระประแดง,ต.สำโรงใต้,10130,100.58722,13.6441765,6,,,,
19,110308,ประเทศไทย,จ.สมุทรปราการ,อ.บางพลี,ต.ราชาเทวะ,10540,100.735985,13.7068405,5,ถนนกิ่งแก้ว,100.736076,13.706796,4.0
20,110101,ประเทศไทย,จ.สมุทรปราการ,อ.เมืองสมุทรปราการ,ต.ปากน้ำ,10270,100.59746,13.592959,9,ถนนวัดกลาง,100.597466,13.592977,5.0
21,110102,ประเทศไทย,จ.สมุทรปราการ,อ.เมืองสมุทรปราการ,ต.สำโรงเหนือ,10270,100.62761,13.631806,8,ถนนวัดด่านสำโรง,100.627579,13.631737,5.0
22,110102,ประเทศไทย,จ.สมุทรปราการ,อ.เมืองสมุทรปราการ,ต.สำโรงเหนือ,10270,100.60492,13.644825,4,ซอยสำโรงเหนือ 23,100.604927,13.644821,6.0
23,110505,ประเทศไทย,จ.สมุทรปราการ,อ.พระสมุทรเจดีย์,ต.ในคลองบางปลากด,10290,100.56541,13.593695,7,ซอยวัดใหญ่,100.565338,13.593748,6.0
24,110301,ประเทศไทย,จ.สมุทรปราการ,อ.บางพลี,ต.บางพลีใหญ่,10540,100.71339,13.611799,3,ถนนสุขาภิบาล 6,100.71331,13.611815,5.0
25,110505,ประเทศไทย,จ.สมุทรปราการ,อ.พระสมุทรเจดีย์,ต.ในคลองบางปลากด,10290,100.56455,13.594802,3,ซอยวัดแค,100.56456,13.594794,6.0
26,110403,ประเทศไทย,จ.สมุทรปราการ,อ.พระประแดง,ต.บางจาก,10130,100.54598,13.614847,4,สุขสวัสดิ์ 78,100.54599,13.614834,6.0
27,110403,ประเทศไทย,จ.สมุทรปราการ,อ.พระประแดง,ต.บางจาก,10130,100.538635,13.622791,8,ถนนสุขสวัสดิ์,100.538742,13.622891,3.0
28,110407,ประเทศไทย,จ.สมุทรปราการ,อ.พระประแดง,ต.สำโรงใต้,10130,100.58722,13.6441765,6,,,,
29,110308,ประเทศไทย,จ.สมุทรปราการ,อ.บางพลี,ต.ราชาเทวะ,10540,100.735985,13.7068405,5,ถนนกิ่งแก้ว,100.736076,13.706796,4.0
30,110101,ประเทศไทย,จ.สมุทรปราการ,อ.เมืองสมุทรปราการ,ต.ปากน้ำ,10270,100.59746,13.592959,9,ถนนวัดกลาง,100.597466,13.592977,5.0
31,110102,ประเทศไทย,จ.สมุทรปราการ,อ.เมืองสมุทรปราการ,ต.สำโรงเหนือ,10270,100.62761,13.631806,8,ถนนวัดด่านสำโรง,100.627579,13.631737,5.0
32,110102,ประเทศไทย,จ.สมุทรปราการ,อ.เมืองสมุทรปราการ,ต.สำโรงเหนือ,10270,100.60492,13.644825,4,ซอยสำโรงเหนือ 23,100.604927,13.644821,6.0
33,110505,ประเทศไทย,จ.สมุทรปราการ,อ.พระสมุทรเจดีย์,ต.ในคลองบางปลากด,10290,100.56541,13.593695,7,ซอยวัดใหญ่,100.565338,13.593748,6.0
34,110301,ประเทศไทย,จ.สมุทรปราการ,อ.บางพลี,ต.บางพลีใหญ่,10540,100.71339,13.611799,3,ถนนสุขาภิบาล 6,100.71331,13.611815,5.0
35,110505,ประเทศไทย,จ.สมุทรปราการ,อ.พระสมุทรเจดีย์,ต.ในคลองบางปลากด,10290,100.56455,13.594802,3,ซอยวัดแค,100.56456,13.594794,6.0
36,110403,ประเทศไทย,จ.สมุทรปราการ,อ.พระประแดง,ต.บางจาก,10130,100.54598,13.614847,4,สุขสวัสดิ์ 78,100.54599,13.614834,6.0
37,110403,ประเทศไทย,จ.สมุทรปราการ,อ.พระประแดง,ต.บางจาก,10130,100.538635,13.622791,8,ถนนสุขสวัสดิ์,100.538742,13.622891,3.0
38,110407,ประเทศไทย,จ.สมุทรปราการ,อ.พระประแดง,ต.สำโรงใต้,10130,100.58722,13.6441765,6,,,,
39,110308,ประเทศไทย,จ.สมุทรปราการ,อ.บางพลี,ต.ราชาเทวะ,10540,100.735985,13.7068405,5,ถนนกิ่งแก้ว,100.736076,13.706796,4.0
40,110101,ประเทศไทย,จ.สมุทรปราการ,อ.เมืองสมุทรปราการ,ต.ปากน้ำ,10270,100.59746,13.592959,9,ถนนวัดกลาง,100.597466,13.592977,5.0
41,110102,ประเทศไทย,จ.สมุทรปราการ,อ.เมืองสมุทรปราการ,ต.สำโรงเหนือ,10270,100.62761,13.631806,8,ถนนวัดด่านสำโรง,100.627579,13.631737,5.0
42,110102,ประเทศไทย,จ.สมุทรปราการ,อ.เมืองสมุทรปราการ,ต.สำโรงเหนือ,10270,100.60492,13.644825,4,ซอยสำโรงเหนือ 23,100.604927,13.644821,6.0
43,110505,ประเทศไทย,จ.สมุทรปราการ,อ.พระสมุทรเจดีย์,ต.ในคลองบางปลากด,10290,100.56541,13.593695,7,ซอยวัดใหญ่,100.565338,13.593748,6.0
44,110301,ประเทศไทย,จ.สมุทรปราการ,อ.บางพลี,ต.บางพลีใหญ่,10540,100.71339,13.611799,3,ถนนสุขาภิบาล 6,100.71331,13.611815,5.0
45,110505,ประเทศไทย,จ.สมุทรปราการ,อ.พระสมุทรเจดีย์,ต.ในคลองบางปลากด,10290,100.56455,13.594802,3,ซอยวัดแค,100.56456,13.594794,6.0
46,110403,ประเทศไทย,จ.สมุทรปราการ,อ.พระประแดง,ต.บางจาก,10130,100.54598,13.614847,4,สุขสวัสดิ์ 78,100.54599,13.614834,6.0
47,110403,ประเทศไทย,จ.สมุทรปราการ,อ.พระประแดง,ต.บางจาก,10130,100.538635,13.622791,8,ถนนสุขสวัสดิ์,100.538742,13.622891,3.0
48,110407,ประเทศไทย,จ.สมุทรปราการ,อ.พระประแดง,ต.สำโรงใต้,10130,100.58722,13.6441765,6,,,,
49,110308,ประเทศไทย,จ.สมุทรปราการ,อ.บางพลี,ต.ราชาเทวะ,10540,100.735985,13.7068405,5,ถนนกิ่งแก้ว,100.736076,13.706796,4.0
50,110101,ประเทศไทย,จ.สมุทรปราการ,อ.เมืองสมุทรปราการ,ต.ปากน้ำ,10270,100.59746,13.592959,9,ถนนวัดกลาง,100.597466,13.592977,5.0
51,110102,ประเทศไทย,จ.สมุทรปราการ,อ.เมืองสมุทรปราการ,ต.สำโรงเหนือ,10270,100.62761,13.631806,8,ถนนวัดด่านสำโรง,100.627579,13.631737,5.0
52,110102,ประเทศไทย,จ.สมุทรปราการ,อ.เมืองสมุทรปราการ,ต.สำโรงเหนือ,10270,100.60492,13.644825,4,ซอยสำโรงเหนือ 23,100.604927,13.644821,6.0
53,110505,ประเทศไทย,จ.สมุทรปราการ,อ.พระสมุทรเจดีย์,ต.ในคลองบางปลากด,10290,100.56541,13.593695,7,ซอยวัดใหญ่,100.565338,13.593748,6.0
54,110301,ประเทศไทย,จ.สมุทรปราการ,อ.บางพลี,ต.บางพลีใหญ่,10540,100.71339,13.611799,3,ถนนสุขาภิบาล 6,100.71331,13.611815,5.0
55,110505,ประเทศไทย,จ.สมุทรปราการ,อ.พระสมุทรเจดีย์,ต.ในคลองบางปลากด,10290,100.56455,13.594802,3,ซอยวัดแค,100.56456,13.594794,6.0
56,110403,ประเทศไทย,จ.สมุทรปราการ,อ.พระประแดง,ต.บางจาก,10130,100.54598,13.614847,4,สุขสวัสดิ์ 78,100.54599,13.614834,6.0
57,110403,ประเทศไทย,จ.สมุทรปราการ,อ.พระประแดง,ต.บางจาก,10130,100.538635,13.622791,8,ถนนสุขสวัสดิ์,100.538742,13.622891,3.0
58,110407,ประเทศไทย,จ.สมุทรปราการ,อ.พระประแดง,ต.สำโรงใต้,10130,100.58722,13.6441765,6,,,,
59,110308,ประเทศไทย,จ.สมุทรปราการ,อ.บางพลี,ต.ราชาเทวะ,10540,100.735985,13.7068405,5,ถนนกิ่งแก้ว,100.736076,13.706796,4.0
60,110101,ประเทศไทย,จ.สมุทรปราการ,อ.เมืองสมุทรปราการ,ต.ปากน้ำ,10270,100.59746,13.592959,9,ถนนวัดกลาง,100.597466,13.592977,5.0
61,110102,ประเทศไทย,จ.สมุทรปราการ,อ.เมืองสมุทรปราการ,ต.สำโรงเหนือ,10270,100.62761,13.631806,8,ถนนวัดด่านสำโรง,100.627579,13.631737,5.0
62,110102,ประเทศไทย,จ.สมุทรปราการ,อ.เมืองสมุทรปราการ,ต.สำโรงเหนือ,10270,100.60492,13.644825,4,ซอยสำโรงเหนือ 23,100.604927,13.644821,6.0
63,110505,ประเทศไทย,จ.สมุทรปราการ,อ.พระสมุทรเจดีย์,ต.ในคลองบางปลากด,10290,100.56541,13.593695,7,ซอยวัดใหญ่,100.565338,13.593748,6.0
64,110301,ประเทศไทย,จ.สมุทรปราการ,อ.บางพลี,ต.บางพลีใหญ่,10540,100.71339,13.611799,3,ถนนสุขาภิบาล 6,100.71331,13.611815,5.0
65,110505,ประเทศไทย,จ.สมุทรปราการ,อ.พระสมุทรเจดีย์,ต.ในคลองบางปลากด,10290,100.56455,13.594802,3,ซอยวัดแค,100.56456,13.594794,6.0
66,110403,ประเทศไทย,จ.สมุทรปราการ,อ.พระประแดง,ต.บางจาก,10130,100.54598,13.614847,4,สุขสวัสดิ์ 78,100.54599,13.614834,6.0
67,110403,ประเทศไทย,จ.สมุทรปราการ,อ.พระประแดง,ต.บางจาก,10130,100.538635,13.622791,8,ถนนสุขสวัสดิ์,100.538742,13.622891,3.0
68,110407,ประเทศไทย,จ.สมุทรปราการ,อ.พระประแดง,ต.สำโรงใต้,10130,100.58722,13.6441765,6,,,,
69,110308,ประเทศไทย,จ.สมุทรปราการ,อ.บางพลี,ต.ราชาเทวะ,10540,100.735985,13.7068405,5,ถนนกิ่งแก้ว,100.736076,13.706796,4.0
70,110101,ประเทศไทย,จ.สมุทรปราการ,อ.เมืองสมุทรปราการ,ต.ปากน้ำ,10270,100.59746,13.592959,9,ถนนวัดกลาง,100.597466,13.592977,5.0
71,110102,ประเทศไทย,จ.สมุทรปราการ,อ.เมืองสมุทรปราการ,ต.สำโรงเหนือ,10270,100.62761,13.631806,8,ถนนวัดด่านสำโรง,100.627579,13.631737,5.0
72,110102,ประเทศไทย,จ.สมุทรปราการ,อ.เมืองสมุทรปราการ,ต.สำโรงเหนือ,10270,100.60492,13.644825,4,ซอยสำโรงเหนือ 23,100.604927,13.644821,6.0
73,110505,ประเทศไทย,จ.สมุทรปราการ,อ.พระสมุทรเจดีย์,ต.ในคลองบางปลากด,10290,100.56541,13.593695,7,ซอยวัดใหญ่,100.565338,13.593748,6.0
74,110301,ประเทศไทย,จ.สมุทรปราการ,อ.บางพลี,ต.บางพลีใหญ่,10540,100.71339,13.611799,3,ถนนสุขาภิบาล 6,100.71331,13.611815,5.0
75,110505,ประเทศไทย,จ.สมุทรปราการ,อ.พระสมุทรเจดีย์,ต.ในคลองบางปลากด,10290,100.56455,13.594802,3,ซอยวัดแค,100.56456,13.594794,6.0
76,110403,ประเทศไทย,จ.สมุทรปราการ,อ.พระประแดง,ต.บางจาก,10130,100.54598,13.614847,4,สุขสวัสดิ์ 78,100.54599,13.614834,6.0
77,110403,ประเทศไทย,จ.สมุทรปราการ,อ.พระประแดง,ต.บางจาก,10130,100.538635,13.622791,8,ถนนสุขสวัสดิ์,100.538742,13.622891,3.0
78,110407,ประเทศไทย,จ.สมุทรปราการ,อ.พระประแดง,ต.สำโรงใต้,10130,100.58722,13.6441765,6,,,,
79,110308,ประเทศไทย,จ.สมุทรปราการ,อ.บางพลี,ต.ราชาเทวะ,10540,100.735985,13.7068405,5,ถนนกิ่งแก้ว,100.736076,13.706796,4.0
80,110101,ประเทศไทย,จ.สมุทรปราการ,อ.เมืองสมุทรปราการ,ต.ปากน้ำ,10270,100.59746,13.592959,9,ถนนวัดกลาง,100.597466,13.592977,5.0
81,110102,ประเทศไทย,จ.สมุทรปราการ,อ.เมืองสมุทรปราการ,ต.สำโรงเหนือ,10270,100.62761,13.631806,8,ถนนวัดด่านสำโรง,100.627579,13.631737,5.0
82,110102,ประเทศไทย,จ.สมุทรปราการ,อ.เมืองสมุทรปราการ,ต.สำโรงเหนือ,10270,100.60492,13.644825,4,ซอยสำโรงเหนือ 23,100.604927,13.644821,6.0
83,110505,ประเทศไทย,จ.สมุทรปราการ,อ.พระสมุทรเจดีย์,ต.ในคลองบางปลากด,10290,100.56541,13.593695,7,ซอยวัดใหญ่,100.565338,13.593748,6.0
84,110301,ประเทศไทย,จ.สมุทรปราการ,อ.บางพลี,ต.บางพลีใหญ่,10540,100.71339,13.611799,3,ถนนสุขาภิบาล 6,100.71331,13.611815,5.0
85,110505,ประเทศไทย,จ.สมุทรปราการ,อ.พระสมุทรเจดีย์,ต.ในคลองบางปลากด,10290,100.56455,13.594802,3,ซอยวัดแค,100.56456,13.594794,6.0
86,110403,ประเทศไทย,จ.สมุทรปราการ,อ.พระประแดง,ต.บางจาก,10130,100.54598,13.614847,4,สุขสวัสดิ์ 78,100.54599,13.614834,6.0
87,110403,ประเทศไทย,จ.สมุทรปราการ,อ.พระประแดง,ต.บางจาก,10130,100.538635,13.622791,8,ถนนสุขสวัสดิ์,100.538742,13.622891,3.0
88,110407,ประเทศไทย,จ.สมุทรปราการ,อ.พระประแดง,ต.สำโรงใต้,10130,100.58722,13.6441765,6,,,,
89,110308,ประเทศไทย,จ.สมุทรปราการ,อ.บางพลี,ต.ราชาเทวะ,10540,100.735985,13.7068405,5,ถนนกิ่งแก้ว,100.736076,13.706796,4.0
90,110101,ประเทศไทย,จ.สมุทรปราการ,อ.เมืองสมุทรปราการ,ต.ปากน้ำ,10270,100.59746,13.592959,9,ถนนวัดกลาง,100.597466,13.592977,5.0
91,110102,ประเทศไทย,จ.สมุทรปราการ,อ.เมืองสมุทรปราการ,ต.สำโรงเหนือ,10270,100.62761,13.631806,8,ถนนวัดด่านสำโรง,100.627579,13.631737,5.0
92,110102,ประเทศไทย,จ.สมุทรปราการ,อ.เมืองสมุทรปราการ,ต.สำโรงเหนือ,10270,100.60492,13.644825,4,ซอยสำโรงเหนือ 23,100.604927,13.644821,6.0
93,110505,ประเทศไทย,จ.สมุทรปราการ,อ.พระสมุทรเจดีย์,ต.ในคลองบางปลากด,10290,100.56541,13.593695,7,ซอยวัดใหญ่,100.565338,13.593748,6.0
94,110301,ประเทศไทย,จ.สมุทรปราการ,อ.บางพลี,ต.บางพลีใหญ่,10540,100.71339,13.611799,3,ถนนสุขาภิบาล 6,100.71331,13.611815,5.0
95,110505,ประเทศไทย,จ.สมุทรปราการ,อ.พระสมุทรเจดีย์,ต.ในคลองบางปลากด,10290,100.56455,13.594802,3,ซอยวัดแค,100.56456,13.594794,6.0
96,110403,ประเทศไทย,จ.สมุทรปราการ,อ.พระประแดง,ต.บางจาก,10130,100.54598,13.614847,4,สุขสวัสดิ์ 78,100.54599,13.614834,6.0
97,110403,ประเทศไทย,จ.สมุทรปราการ,อ.พระประแดง,ต.บางจาก,10130,100.538635,13.622791,8,ถนนสุขสวัสดิ์,100.538742,13.622891,3.0
98,110407,ประเทศไทย,จ.สมุทรปราการ,อ.พระประแดง,ต.สำโรงใต้,10130,100.58722,13.6441765,6,,,,
99,110308,ประเทศไทย,จ.สมุทรปราการ,อ.บางพลี,ต.ราชาเทวะ,10540,100.735985,13.7068405,5,ถนนกิ่งแก้ว,100.736076,13.706796,4.0
100,110101,ประเทศไทย,จ.สมุทรปราการ,อ.เมืองสมุทรปราการ,ต.ปากน้ำ,10270,100.59746,13.592959,9,ถนนวัดกลาง,100.597466,13.592977,5.0
101,110102,ประเทศไทย,จ.สมุทรปราการ,อ.เมืองสมุทรปราการ,ต.สำโรงเหนือ,10270,100.62761,13.631806,8,ถนนวัดด่านสำโรง,100.627579,13.631737,5.0
102,110102,ประเทศไทย,จ.สมุทรปราการ,อ.เมืองสมุทรปราการ,ต.สำโรงเหนือ,10270,100.60492,13.644825,4,ซอยสำโรงเหนือ 23,100.604927,13.644821,6.0
103,110505,ประเทศไทย,จ.สมุทรปราการ,อ.พระสมุทรเจดีย์,ต.ในคลองบางปลากด,10290,100.56541,13.593695,7,ซอยวัดใหญ่,100.565338,13.593748,6.0
104,110301,ประเทศไทย,จ.สมุทรปราการ,อ.บางพลี,ต.บางพลีใหญ่,10540,100.71339,13.611799,3,ถนนสุขาภิบาล 6,100.71331,13.611815,5.0
105,110505,ประเทศไทย,จ.สมุทรปราการ,อ.พระสมุทรเจดีย์,ต.ในคลองบางปลากด,10290,100.56455,13.594802,3,ซอยวัดแค,100.56456,13.594794,6.0
106,110403,ประเทศไทย,จ.สมุทรปราการ,อ.พระประแดง,ต.บางจาก,10130,100.54598,13.614847,4,สุขสวัสดิ์ 78,100.54599,13.614834,6.0
107,110403,ประเทศไทย,จ.สมุทรปราการ,อ.พระประแดง,ต.บางจาก,10130,100.538635,13.622791,8,ถนนสุขสวัสดิ์,100.538742,13.622891,3.0
108,110407,ประเทศไทย,จ.สมุทรปราการ,อ.พระประแดง,ต.สำโรงใต้,10130,100.58722,13.6441765,6,,,,
109,110308,ประเทศไทย,จ.สมุทรปราการ,อ.บางพลี,ต.ราชาเทวะ,10540,100.735985,13.7068405,5,ถนนกิ่งแก้ว,100.736076,13.706796,4.0
110,110101,ประเทศไทย,จ.สมุทรปราการ,อ.เมืองสมุทรปราการ,ต.ปากน้ำ,10270,100.59746,13.592959,9,ถนนวัดกลาง,100.597466,13.592977,5.0
111,110102,ประเทศไทย,จ.สมุทรปราการ,อ.เมืองสมุทรปราการ,ต.สำโรงเหนือ,10270,100.62761,13.631806,8,ถนนวัดด่านสำโรง,100.627579,13.631737,5.0
112,110102,ประเทศไทย,จ.สมุทรปราการ,อ.เมืองสมุทรปราการ,ต.สำโรงเหนือ,10270,100.60492,13.644825,4,ซอยสำโรงเหนือ 23,100.604927,13.644821,6.0
113,110505,ประเทศไทย,จ.สมุทรปราการ,อ.พระสมุทรเจดีย์,ต.ในคลองบางปลากด,10290,100.56541,13.593695,7,ซอยวัดใหญ่,100.565338,13.593748,6.0
114,110301,ประเทศไทย,จ.สมุทรปราการ,อ.บางพลี,ต.บางพลีใหญ่,10540,100.71339,13.611799,3,ถนนสุขาภิบาล 6,100.71331,13.611815,5.0
115,110505,ประเทศไทย,จ.สมุทรปราการ,อ.พระสมุทรเจดีย์,ต.ในคลองบางปลากด,10290,100.56455,13.594802,3,ซอยวัดแค,100.56456,13.594794,6.0
116,110403,ประเทศไทย,จ.สมุทรปราการ,อ.พระประแดง,ต.บางจาก,10130,100.54598,13.614847,4,สุขสวัสดิ์ 78,100.54599,13.614834,6.0
117,110403,ประเทศไทย,จ.สมุทรปราการ,อ.พระประแดง,ต.บางจาก,10130,100.538635,13.622791,8,ถนนสุขสวัสดิ์,100.538742,13.622891,3.0
118,110407,ประเทศไทย,จ.สมุทรปราการ,อ.พระประแดง,ต.สำโรงใต้,10130,100.58722,13.6441765,6,,,,
119,110308,ประเทศไทย,จ.สมุทรปราการ,อ.บางพลี,ต.ราชาเทวะ,10540,100.735985,13.7068405,5,ถนนกิ่งแก้ว,100.736076,13.706796,4.0
120,110101,ประเทศไทย,จ.สมุทรปราการ,อ.เมืองสมุทรปราการ,ต.ปากน้ำ,10270,100.59746,13.592959,9,ถนนวัดกลาง,100.597466,13.592977,5.0
121,110102,ประเทศไทย,จ.สมุทรปราการ,อ.เมืองสมุทรปราการ,ต.สำโรงเหนือ,10270,100.62761,13.631806,8,ถนนวัดด่านสำโรง,100.627579,13.631737,5.0
122,110102,ประเทศไทย,จ.สมุทรปราการ,อ.เมืองสมุทรปราการ,ต.สำโรงเหนือ,10270,100.60492,13.644825,4,ซอยสำโรงเหนือ 23,100.604927,13.644821,6.0
123,110505,ประเทศไทย,จ.สมุทรปราการ,อ.พระสมุทรเจดีย์,ต.ในคลองบางปลากด,10290,100.56541,13.593695,7,ซอยวัดใหญ่,100.565338,13.593748,6.0
124,110301,ประเทศไทย,จ.สมุทรปราการ,อ.บางพลี,ต.บางพลีใหญ่,10540,100.71339,13.611799,3,ถนนสุขาภิบาล 6,100.71331,13.611815,5.0
125,110505,ประเทศไทย,จ.สมุทรปราการ,อ.พระสมุทรเจดีย์,ต.ในคลองบางปลากด,10290,100.56455,13.594802,3,ซอยวัดแค,100.56456,13.594794,6.0
126,110403,ประเทศไทย,จ.สมุทรปราการ,อ.พระประแดง,ต.บางจาก,10130,100.54598,13.614847,4,สุขสวัสดิ์ 78,100.54599,13.614834,6.0
127,110403,ประเทศไทย,จ.สมุทรปราการ,อ.พระประแดง,ต.บางจาก,10130,100.538635,13.622791,8,ถนนสุขสวัสดิ์,100.538742,13.622891,3.0
128,110407,ประเทศไทย,จ.สมุทรปราการ,อ.พระประแดง,ต.สำโรงใต้,10130,100.58722,13.6441765,6,,,,
129,110308,ประเทศไทย,จ.สมุทรปราการ,อ.บางพลี,ต.ราชาเทวะ,10540,100.735985,13.7068405,5,ถนนกิ่งแก้ว,100.736076,13.706796,4.0
130,110101,ประเทศไทย,จ.สมุทรปราการ,อ.เมืองสมุทรปราการ,ต.ปากน้ำ,10270,100.59746,13.592959,9,ถนนวัดกลาง,100.597466,13.592977,5.0
131,110102,ประเทศไทย,จ.สมุทรปราการ,อ.เมืองสมุทรปราการ,ต.สำโรงเหนือ,10270,100.62761,13.631806,8,ถนนวัดด่านสำโรง,100.627579,13.631737,5.0
132,110102,ประเทศไทย,จ.สมุทรปราการ,อ.เมืองสมุทรปราการ,ต.สำโรงเหนือ,10270,100.60492,13.644825,4,ซอยสำโรงเหนือ 23,100.604927,13.644821,6.0
133,110505,ประเทศไทย,จ.สมุทรปราการ,อ.พระสมุทรเจดีย์,ต.ในคลองบางปลากด,10290,100.56541,13.593695,7,ซอยวัดใหญ่,100.565338,13.593748,6.0
134,110301,ประเทศไทย,จ.สมุทรปราการ,อ.บางพลี,ต.บางพลีใหญ่,10540,100.71339,13.611799,3,ถนนสุขาภิบาล 6,100.71331,13.611815,5.0
135,110505,ประเทศไทย,จ.สมุทรปราการ,อ.พระสมุทรเจดีย์,ต.ในคลองบางปลากด,10290,100.56455,13.594802,3,ซอยวัดแค,100.56456,13.594794,6.0
136,110403,ประเทศไทย,จ.สมุทรปราการ,อ.พระประแดง,ต.บางจาก,10130,100.54598,13.614847,4,สุขสวัสดิ์ 78,100.54599,13.614834,6.0
137,110403,ประเทศไทย,จ.สมุทรปราการ,อ.พระประแดง,ต.บางจาก,10130,100.538635,13.622791,8,ถนนสุขสวัสดิ์,100.538742,13.622891,3.0
138,110407,ประเทศไทย,จ.สมุทรปราการ,อ.พระประแดง,ต.สำโรงใต้,10130,100.58722,13.6441765,6,,,,
139,110308,ประเทศไทย,จ.สมุทรปราการ,อ.บางพลี,ต.ราชาเทวะ,10540,100.735985,13.7068405,5,ถนนกิ่งแก้ว,100.736076,13.706796,4.0
140,110101,ประเทศไทย,จ.สมุทรปราการ,อ.เมืองสมุทรปราการ,ต.ปากน้ำ,10270,100.59746,13.592959,9,ถนนวัดกลาง,100.597466,13.592977,5.0
141,110102,ประเทศไทย,จ.สมุทรปราการ,อ.เมืองสมุทรปราการ,ต.สำโรงเหนือ,10270,100.62761,13.631806,8,ถนนวัดด่านสำโรง,100.627579,13.631737,5.0
142,110102,ประเทศไทย,จ.สมุทรปราการ,อ.เมืองสมุทรปราการ,ต.สำโรงเหนือ,10270,100.60492,13.644825,4,ซอยสำโรงเหนือ 23,100.604927,13.644821,6.0
143,110505,ประเทศไทย,จ.สมุทรปราการ,อ.พระสมุทรเจดีย์,ต.ในคลองบางปลากด,10290,100.56541,13.593695,7,ซอยวัดใหญ่,100.565338,13.593748,6.0
144,110301,ประเทศไทย,จ.สมุทรปราการ,อ.บางพลี,ต.บางพลีใหญ่,10540,100.71339,13.611799,3,ถนนสุขาภิบาล 6,100.71331,13.611815,5.0
145,110505,ประเทศไทย,จ.สมุทรปราการ,อ.พระสมุทรเจดีย์,ต.ในคลองบางปลากด,10290,100.56455,13.594802,3,ซอยวัดแค,100.56456,13.594794,6.0
146,110403,ประเทศไทย,จ.สมุทรปราการ,อ.พระประแดง,ต.บางจาก,10130,100.54598,13.614847,4,สุขสวัสดิ์ 78,100.54599,13.614834,6.0
