OBJECTID,AMP_CODE,AMPHOE_T,AMPHOE_E,PROV_CODE,PROV_T,PROV_E,FormalRegi,F4Region,TMDRegion,MetroRegio,Units,UnitsTH,lat,lon
258,"3207",รัตนบุรี,Rattanaburi,"32",สุรินทร์,Surin,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ต่างจังหวัด,RG05,ศูนย์ ปภ. เขต 5,15.3405313362,103.9021104891
259,"3208",สนม,Sanom,"32",สุรินทร์,Surin,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ต่างจังหวัด,RG05,ศูนย์ ปภ. เขต 5,15.1793594103,103.7815155471
260,"3209",ศีขรภูมิ,Sikhoraphum,"32",สุรินทร์,Surin,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ต่างจังหวัด,RG05,ศูนย์ ปภ. เขต 5,14.9497692099,103.7812397659
261,"3210",สังขะ,Sangkha,"32",สุรินทร์,Surin,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ต่างจังหวัด,RG05,ศูนย์ ปภ. เขต 5,14.5658931908,103.8303605373
262,"3211",ลำดวน,Lamduan,"32",สุรินทร์,Surin,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ต่างจังหวัด,RG05,ศูนย์ ปภ. เขต 5,14.7167308375,103.6915079822
263,"3212",สำโรงทาบ,Samrong Thap,"32",สุรินทร์,Surin,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ต่างจังหวัด,RG05,ศูนย์ ปภ. เขต 5,15.0447291970,103.9417837858
264,"3213",บัวเชด,Buachet,"32",สุรินทร์,Surin,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ต่างจังหวัด,RG05,ศูนย์ ปภ. เขต 5,14.4794149019,103.9781543286
265,"3214",พนมดงรัก,Phanom Dong Rak,"32",สุรินทร์,Surin,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ต่างจังหวัด,RG05,ศูนย์ ปภ. เขต 5,14.4285458483,103.3084901190
266,"3215",ศรีณรงค์,Si Narong,"32",สุรินทร์,Surin,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ต่างจังหวัด,RG05,ศูนย์ ปภ. เขต 5,14.7784498517,103.8838232908
267,"3216",เขวาสินรินทร์,Khwao Sinrin,"32",สุรินทร์,Surin,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ต่างจังหวัด,RG05,ศูนย์ ปภ. เขต 5,15.0061075737,103.6150660536
268,"3217",โนนนารายณ์,Non Narai,"32",สุรินทร์,Surin,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ต่างจังหวัด,RG05,ศูนย์ ปภ. เขต 5,15.1945838450,103.9068632110
269,"3301",เมืองศรีสะเกษ,Mueang Si Sa Ket,"33",ศรีสะเกษ,Si Sa Ket,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ต่างจังหวัด,RG13,ศูนย์ ปภ. เขต 13,15.0875483086,104.3471379733
270,"3302",ยางชุมน้อย,Yang Chum Noi,"33",ศรีสะเกษ,Si Sa Ket,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ต่างจังหวัด,RG13,ศูนย์ ปภ. เขต 13,15.2394345682,104.3891613591
271,"3303",กันทรารมย์,Kanthararom,"33",ศรีสะเกษ,Si Sa Ket,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ต่างจังหวัด,RG13,ศูนย์ ปภ. เขต 13,15.1259323936,104.5709056632
272,"3304",กันทรลักษ์,Kantharalak,"33",ศรีสะเกษ,Si Sa Ket,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ต่างจังหวัด,RG13,ศูนย์ ปภ. เขต 13,14.5710992914,104.6701113875
273,"3305",ขุขันธ์,Khukhan,"33",ศรีสะเกษ,Si Sa Ket,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ต่างจังหวัด,RG13,ศูนย์ ปภ. เขต 13,14.7259653025,104.1882394652
274,"3306",ไพรบึง,Phrai Bueng,"33",ศรีสะเกษ,Si Sa Ket,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ต่างจังหวัด,RG13,ศูนย์ ปภ. เขต 13,14.7700464085,104.3452107525
275,"3307",ปรางค์กู่,Prang Ku,"33",ศรีสะเกษ,Si Sa Ket,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ต่างจังหวัด,RG13,ศูนย์ ปภ. เขต 13,14.8538678920,104.0335883544
276,"3308",ขุนหาญ,Khun Han,"33",ศรีสะเกษ,Si Sa Ket,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ต่างจังหวัด,RG13,ศูนย์ ปภ. เขต 13,14.5373179175,104.4055651491
277,"3309",ราษีไศล,Rasi Salai,"33",ศรีสะเกษ,Si Sa Ket,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ต่างจังหวัด,RG13,ศูนย์ ปภ. เขต 13,15.3455289256,104.1820394092
278,"3310",อุทุมพรพิสัย,Uthumphon Phisai,"33",ศรีสะเกษ,Si Sa Ket,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ต่างจังหวัด,RG13,ศูนย์ ปภ. เขต 13,15.1273149444,104.1605691640
279,"3311",บึงบูรพ์,Bueng Bun,"33",ศรีสะเกษ,Si Sa Ket,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ต่างจังหวัด,RG13,ศูนย์ ปภ. เขต 13,15.3049628112,104.0588797023
280,"3312",ห้วยทับทัน,Huai Thap Than,"33",ศรีสะเกษ,Si Sa Ket,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ต่างจังหวัด,RG13,ศูนย์ ปภ. เขต 13,15.0206320658,104.0359353832
281,"3313",โนนคูณ,Non Khun,"33",ศรีสะเกษ,Si Sa Ket,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ต่างจังหวัด,RG13,ศูนย์ ปภ. เขต 13,14.9065290161,104.6937155190
282,"3314",ศรีรัตนะ,Si Rattana,"33",ศรีสะเกษ,Si Sa Ket,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ต่างจังหวัด,RG13,ศูนย์ ปภ. เขต 13,14.7994836880,104.4831609698
283,"3315",น้ำเกลี้ยง,Nam Kliang,"33",ศรีสะเกษ,Si Sa Ket,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ต่างจังหวัด,RG13,ศูนย์ ปภ. เขต 13,14.9197366857,104.5280145640
284,"3316",วังหิน,Wang Hin,"33",ศรีสะเกษ,Si Sa Ket,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ต่างจังหวัด,RG13,ศูนย์ ปภ. เขต 13,14.9633757192,104.2124220992
285,"3317",ภูสิงห์,Phu Sing,"33",ศรีสะเกษ,Si Sa Ket,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ต่างจังหวัด,RG13,ศูนย์ ปภ. เขต 13,14.4887873836,104.1462908083
286,"3318",เมืองจันทร์,Mueang Chan,"33",ศรีสะเกษ,Si Sa Ket,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ภาคตะวันออกเฉียงเหนือ,ต่างจังหวัด,RG13,ศูนย์ ปภ. เขต 13,15.1848468864,104.0220726811
