TambonID,TambonTH,TambonEN,AmphoeID,AmphoeTH,AmphoeEN,ProvinceID,ProvinceTH,ProvinceEN,FormalRegi,F4Region,TMDRegion,MetroRegio,Units,UnitsTH,lat,lon
104902,ทุ่งครุ,Thung Khru,1049,ทุ่งครุ,Thung Khru,10,กรุงเทพมหานคร,Bangkok,ภาคกลาง,ภาคกลาง,ภาคกลาง,กรุงเทพมหานครและปริมณฑล,HQ,กรมป้องกันและบรรเทาสาธารณภัย,13.6183772450,100.4968014701
104901,บางมด,Bang Mot,1049,ทุ่งครุ,Thung Khru,10,กรุงเทพมหานคร,Bangkok,ภาคกลาง,ภาคกลาง,ภาคกลาง,กรุงเทพมหานครและปริมณฑล,HQ,กรมป้องกันและบรรเทาสาธารณภัย,13.6497111725,100.4947169838
102401,ราษฎร์บูรณะ,Rat Burana,1024,ราษฎร์บูรณะ,Rat Burana,10,กรุงเทพมหานคร,Bangkok,ภาคกลาง,ภาคกลาง,ภาคกลาง,กรุงเทพมหานครและปริมณฑล,HQ,กรมป้องกันและบรรเทาสาธารณภัย,13.6702182675,100.5093764375
101204,บางโพงพาง,Bang Phongphang,1012,ยานนาวา,Yan Nawa,10,กรุงเทพมหานคร,Bangkok,ภาคกลาง,ภาคกลาง,ภาคกลาง,กรุงเทพมหานครและปริมณฑล,HQ,กรมป้องกันและบรรเทาสาธารณภัย,13.6825651562,100.5318690171
101203,ช่องนนทรี,Chong Nonsi,1012,ยานนาวา,Yan Nawa,10,กรุงเทพมหานคร,Bangkok,ภาคกลาง,ภาคกลาง,ภาคกลาง,กรุงเทพมหานครและปริมณฑล,HQ,กรมป้องกันและบรรเทาสาธารณภัย,13.6969037216,100.5437752246
103301,คลองเตย,Khlong Toei,1033,คลองเตย,Khlong Toei,10,กรุงเทพมหานคร,Bangkok,ภาคกลาง,ภาคกลาง,ภาคกลาง,กรุงเทพมหานครและปริมณฑล,HQ,กรมป้องกันและบรรเทาสาธารณภัย,13.7187741340,100.5640840213
103303,พระโขนง,Phra Khanong,1033,คลองเตย,Khlong Toei,10,กรุงเทพมหานคร,Bangkok,ภาคกลาง,ภาคกลาง,ภาคกลาง,กรุงเทพมหานครและปริมณฑล,HQ,กรมป้องกันและบรรเทาสาธารณภัย,13.7093180256,100.5875569115
100905,บางจาก,Bang Chak,1009,พระโขนง,Phra Khanong,10,กรุงเทพมหานคร,Bangkok,ภาคกลาง,ภาคกลาง,ภาคกลาง,กรุงเทพมหานครและปริมณฑล,HQ,กรมป้องกันและบรรเทาสาธารณภัย,13.6921166513,100.6141057180
104701,บางนา,Bang Na,1047,บางนา,Bang Na,10,กรุงเทพมหานคร,Bangkok,ภาคกลาง,ภาคกลาง,ภาคกลาง,กรุงเทพมหานครและปริมณฑล,HQ,กรมป้องกันและบรรเทาสาธารณภัย,13.6708871590,100.6183665982
103202,หนองบอน,Nong Bon,1032,ประเวศ,Prawet,10,กรุงเทพมหานคร,Bangkok,ภาคกลาง,ภาคกลาง,ภาคกลาง,กรุงเทพมหานครและปริมณฑล,HQ,กรมป้องกันและบรรเทาสาธารณภัย,13.6873941318,100.6556285326
103203,ดอกไม้,Dok Mai,1032,ประเวศ,Prawet,10,กรุงเทพมหานคร,Bangkok,ภาคกลาง,ภาคกลาง,ภาคกลาง,กรุงเทพมหานครและปริมณฑล,HQ,กรมป้องกันและบรรเทาสาธารณภัย,13.6819460176,100.6893232429
103201,ประเวศ,Prawet,1032,ประเวศ,Prawet,10,กรุงเทพมหานคร,Bangkok,ภาคกลาง,ภาคกลาง,ภาคกลาง,กรุงเทพมหานครและปริมณฑล,HQ,กรมป้องกันและบรรเทาสาธารณภัย,13.7171198189,100.6798496142
101101,ลาดกระบัง,Lat Krabang,1011,ลาดกระบัง,Lat Krabang,10,กรุงเทพมหานคร,Bangkok,ภาคกลาง,ภาคกลาง,ภาคกลาง,กรุงเทพมหานครและปริมณฑล,HQ,กรมป้องกันและบรรเทาสาธารณภัย,13.7230914297,100.7506793772
101105,ทับยาว,Thap Yao,1011,ลาดกระบัง,Lat Krabang,10,กรุงเทพมหานคร,Bangkok,ภาคกลาง,ภาคกลาง,ภาคกลาง,กรุงเทพมหานครและปริมณฑล,HQ,กรมป้องกันและบรรเทาสาธารณภัย,13.7350277214,100.8214282361
101106,ขุมทอง,Khum Thong,1011,ลาดกระบัง,Lat Krabang,10,กรุงเทพมหานคร,Bangkok,ภาคกลาง,ภาคกลาง,ภาคกลาง,กรุงเทพมหานครและปริมณฑล,HQ,กรมป้องกันและบรรเทาสาธารณภัย,13.7273902879,100.8534138265
100308,ลำต้อยติ่ง,Lam Toiting,1003,หนองจอก,Nong Chok,10,กรุงเทพมหานคร,Bangkok,ภาคกลาง,ภาคกลาง,ภาคกลาง,กรุงเทพมหานครและปริมณฑล,HQ,กรมป้องกันและบรรเทาสาธารณภัย,13.7765094875,100.8784054452
100301,กระทุ่มราย,Krathum Rai,1003,หนองจอก,Nong Chok,10,กรุงเทพมหานคร,Bangkok,ภาคกลาง,ภาคกลาง,ภาคกลาง,กรุงเทพมหานครและปริมณฑล,HQ,กรมป้องกันและบรรเทาสาธารณภัย,13.8258112352,100.8915329530
100302,หนองจอก,Nong Chok,1003,หนองจอก,Nong Chok,10,กรุงเทพมหานคร,Bangkok,ภาคกลาง,ภาคกลาง,ภาคกลาง,กรุงเทพมหานครและปริมณฑล,HQ,กรมป้องกันและบรรเทาสาธารณภัย,13.8719857033,100.8722011662
100304,คลองสิบสอง,Khlong Sip Song,1003,หนองจอก,Nong Chok,10,กรุงเทพมหานคร,Bangkok,ภาคกลาง,ภาคกลาง,ภาคกลาง,กรุงเทพมหานครและปริมณฑล,HQ,กรมป้องกันและบรรเทาสาธารณภัย,13.9159892300,100.8795049350
100303,คลองสิบ,Khlong Sip,1003,หนองจอก,Nong Chok,10,กรุงเทพมหานคร,Bangkok,ภาคกลาง,ภาคกลาง,ภาคกลาง,กรุงเทพมหานครและปริมณฑล,HQ,กรมป้องกันและบรรเทาสาธารณภัย,13.9122372051,100.8226335439
104602,สามวาตะวันออก,Sam Wa Tawan Ok,1046,คลองสามวา,Khlong Sam Wa,10,กรุงเทพมหานคร,Bangkok,ภาคกลาง,ภาคกลาง,ภาคกลาง,กรุงเทพมหานครและปริมณฑล,HQ,กรมป้องกันและบรรเทาสาธารณภัย,13.8960224222,100.7602889176
104601,สามวาตะวันตก,Sam Wa Tawan Tok,1046,คลองสามวา,Khlong Sam Wa,10,กรุงเทพมหานคร,Bangkok,ภาคกลาง,ภาคกลาง,ภาคกลาง,กรุงเทพมหานครและปริมณฑล,HQ,กรมป้องกันและบรรเทาสาธารณภัย,13.8893380919,100.7079118653
104201,สายไหม,Sai Mai,1042,สายไหม,Sai Mai,10,กรุงเทพมหานคร,Bangkok,ภาคกลาง,ภาคกลาง,ภาคกลาง,กรุงเทพมหานครและปริมณฑล,HQ,กรมป้องกันและบรรเทาสาธารณภัย,13.9206553595,100.6537411343
103602,สีกัน,Si Kan,1036,ดอนเมือง,Don Mueang,10,กรุงเทพมหานคร,Bangkok,ภาคกลาง,ภาคกลาง,ภาคกลาง,กรุงเทพมหานครและปริมณฑล,HQ,กรมป้องกันและบรรเทาสาธารณภัย,13.9390809003,100.5865651467
103001,ลาดยาว,Lat Yao,1030,จตุจักร,Chatuchak,10,กรุงเทพมหานคร,Bangkok,ภาคกลาง,ภาคกลาง,ภาคกลาง,กรุงเทพมหานครและปริมณฑล,HQ,กรมป้องกันและบรรเทาสาธารณภัย,13.8432129067,100.5615584197
104101,ทุ่งสองห้อง,Thung Song Hong,1041,หลักสี่,Lak Si,10,กรุงเทพมหานคร,Bangkok,ภาคกลาง,ภาคกลาง,ภาคกลาง,กรุงเทพมหานครและปริมณฑล,HQ,กรมป้องกันและบรรเทาสาธารณภัย,13.8827690574,100.5635587970
102902,วงศ์สว่าง,Wong Sawang,1029,บางซื่อ,Bang Sue,10,กรุงเทพมหานคร,Bangkok,ภาคกลาง,ภาคกลาง,ภาคกลาง,กรุงเทพมหานครและปริมณฑล,HQ,กรมป้องกันและบรรเทาสาธารณภัย,13.8296848790,100.5269510849
102502,บางอ้อ,Bang O,1025,บางพลัด,Bang Phlat,10,กรุงเทพมหานคร,Bangkok,ภาคกลาง,ภาคกลาง,ภาคกลาง,กรุงเทพมหานครและปริมณฑล,HQ,กรมป้องกันและบรรเทาสาธารณภัย,13.8002053173,100.5085442103
102501,บางพลัด,Bang Phlat,1025,บางพลัด,Bang Phlat,10,กรุงเทพมหานคร,Bangkok,ภาคกลาง,ภาคกลาง,ภาคกลาง,กรุงเทพมหานครและปริมณฑล,HQ,กรมป้องกันและบรรเทาสาธารณภัย,13.7899722953,100.4919800006
101902,ตลิ่งชัน,Taling Chan,1019,ตลิ่งชัน,Taling Chan,10,กรุงเทพมหานคร,Bangkok,ภาคกลาง,ภาคกลาง,ภาคกลาง,กรุงเทพมหานครและปริมณฑล,HQ,กรมป้องกันและบรรเทาสาธารณภัย,13.7910519361,100.4513687149
101903,ฉิมพลี,Chimphli,1019,ตลิ่งชัน,Taling Chan,10,กรุงเทพมหานคร,Bangkok,ภาคกลาง,ภาคกลาง,ภาคกลาง,กรุงเทพมหานครและปริมณฑล,HQ,กรมป้องกันและบรรเทาสาธารณภัย,13.7860945353,100.4286273860
104802,ศาลาธรรมสพน์,Sala Thammasop,1048,ทวีวัฒนา,Thawi Watthana,10,กรุงเทพมหานคร,Bangkok,ภาคกลาง,ภาคกลาง,ภาคกลาง,กรุงเทพมหานครและปริมณฑล,HQ,กรมป้องกันและบรรเทาสาธารณภัย,13.7856163810,100.3732101695
104801,ทวีวัฒนา,Thawi Watthana,1048,ทวีวัฒนา,Thawi Watthana,10,กรุงเทพมหานคร,Bangkok,ภาคกลาง,ภาคกลาง,ภาคกลาง,กรุงเทพมหานครและปริมณฑล,HQ,กรมป้องกันและบรรเทาสาธารณภัย,13.7585281508,100.3589744555
102303,หนองค้างพลู,Nong Khang Phlu,1023,หนองแขม,Nong Khaem,10,กรุงเทพมหานคร,Bangkok,ภาคกลาง,ภาคกลาง,ภาคกลาง,กรุงเทพมหานครและปริมณฑล,HQ,กรมป้องกันและบรรเทาสาธารณภัย,13.7142186192,100.3514918072
102302,หนองแขม,Nong Khaem,1023,หนองแขม,Nong Khaem,10,กรุงเทพมหานคร,Bangkok,ภาคกลาง,ภาคกลาง,ภาคกลาง,กรุงเทพมหานครและปริมณฑล,HQ,กรมป้องกันและบรรเทาสาธารณภัย,13.6795976630,100.3585531978
105001,บางบอน,Bang Bon,1050,บางบอน,Bang Bon,10,กรุงเทพมหานคร,Bangkok,ภาคกลาง,ภาคกลาง,ภาคกลาง,กรุงเทพมหานครและปริมณฑล,HQ,กรมป้องกันและบรรเทาสาธารณภัย,13.6562517753,100.3915587264
102107,แสมดำ,Samae Dam,1021,บางขุนเทียน,Bang Khun Thian,10,กรุงเทพมหานคร,Bangkok,ภาคกลาง,ภาคกลาง,ภาคกลาง,กรุงเทพมหานครและปริมณฑล,HQ,กรมป้องกันและบรรเทาสาธารณภัย,13.6235517817,100.4134598183
102105,ท่าข้าม,Tha Kham,1021,บางขุนเทียน,Bang Khun Thian,10,กรุงเทพมหานคร,Bangkok,ภาคกลาง,ภาคกลาง,ภาคกลาง,กรุงเทพมหานครและปริมณฑล,HQ,กรมป้องกันและบรรเทาสาธารณภัย,13.5684085909,100.4365167777
100101,พระบรมมหาราชวัง,Phra Borom Maha Ratchawang,1001,พระนคร,Phra Nakhon,10,กรุงเทพมหานคร,Bangkok,ภาคกลาง,ภาคกลาง,ภาคกลาง,กรุงเทพมหานครและปริมณฑล,HQ,กรมป้องกันและบรรเทาสาธารณภัย,13.7513008536,100.4922046182
100102,วังบูรพาภิรมย์,Wang Burapha Phirom,1001,พระนคร,Phra Nakhon,10,กรุงเทพมหานคร,Bangkok,ภาคกลาง,ภาคกลาง,ภาคกลาง,กรุงเทพมหานครและปริมณฑล,HQ,กรมป้องกันและบรรเทาสาธารณภัย,13.7438984329,100.4990624152
100103,วัดราชบพิธ,Wat Ratchabophit,1001,พระนคร,Phra Nakhon,10,กรุงเทพมหานคร,Bangkok,ภาคกลาง,ภาคกลาง,ภาคกลาง,กรุงเทพมหานครและปริมณฑล,HQ,กรมป้องกันและบรรเทาสาธารณภัย,13.7498639652,100.4993860690
100104,สำราญราษฎร์,Samran Rat,1001,พระนคร,Phra Nakhon,10,กรุงเทพมหานคร,Bangkok,ภาคกลาง,ภาคกลาง,ภาคกลาง,กรุงเทพมหานครและปริมณฑล,HQ,กรมป้องกันและบรรเทาสาธารณภัย,13.7512444450,100.5035295640
100105,ศาลเจ้าพ่อเสือ,San Chao Pho Suea,1001,พระนคร,Phra Nakhon,10,กรุงเทพมหานคร,Bangkok,ภาคกลาง,ภาคกลาง,ภาคกลาง,กรุงเทพมหานครและปริมณฑล,HQ,กรมป้องกันและบรรเทาสาธารณภัย,13.7538802539,100.4971929342
100106,เสาชิงช้า,Sao Chingcha,1001,พระนคร,Phra Nakhon,10,กรุงเทพมหานคร,Bangkok,ภาคกลาง,ภาคกลาง,ภาคกลาง,กรุงเทพมหานครและปริมณฑล,HQ,กรมป้องกันและบรรเทาสาธารณภัย,13.7533738907,100.5002895164
100107,บวรนิเวศ,Bowon Niwet,1001,พระนคร,Phra Nakhon,10,กรุงเทพมหานคร,Bangkok,ภาคกลาง,ภาคกลาง,ภาคกลาง,กรุงเทพมหานครและปริมณฑล,HQ,กรมป้องกันและบรรเทาสาธารณภัย,13.7573344825,100.5013370418
100108,ตลาดยอด,Talat Yot,1001,พระนคร,Phra Nakhon,10,กรุงเทพมหานคร,Bangkok,ภาคกลาง,ภาคกลาง,ภาคกลาง,กรุงเทพมหานครและปริมณฑล,HQ,กรมป้องกันและบรรเทาสาธารณภัย,13.7597297519,100.4975602149
100109,ชนะสงคราม,Chana Songkhram,1001,พระนคร,Phra Nakhon,10,กรุงเทพมหานคร,Bangkok,ภาคกลาง,ภาคกลาง,ภาคกลาง,กรุงเทพมหานครและปริมณฑล,HQ,กรมป้องกันและบรรเทาสาธารณภัย,13.7619606325,100.4947064614
100110,บ้านพานถม,Ban Phan Thom,1001,พระนคร,Phra Nakhon,10,กรุงเทพมหานคร,Bangkok,ภาคกลาง,ภาคกลาง,ภาคกลาง,กรุงเทพมหานครและปริมณฑล,HQ,กรมป้องกันและบรรเทาสาธารณภัย,13.7618914930,100.5028647548
100111,บางขุนพรหม,Bang Khun Phrom,1001,พระนคร,Phra Nakhon,10,กรุงเทพมหานคร,Bangkok,ภาคกลาง,ภาคกลาง,ภาคกลาง,กรุงเทพมหานครและปริมณฑล,HQ,กรมป้องกันและบรรเทาสาธารณภัย,13.7647638464,100.5052346166
100112,วัดสามพระยา,Wat Sam Phraya,1001,พระนคร,Phra Nakhon,10,กรุงเทพมหานคร,Bangkok,ภาคกลาง,ภาคกลาง,ภาคกลาง,กรุงเทพมหานครและปริมณฑล,HQ,กรมป้องกันและบรรเทาสาธารณภัย,13.7678260714,100.4990797791
100201,ดุสิต,Dusit,1002,ดุสิต,Dusit,10,กรุงเทพมหานคร,Bangkok,ภาคกลาง,ภาคกลาง,ภาคกลาง,กรุงเทพมหานครและปริมณฑล,HQ,กรมป้องกันและบรรเทาสาธารณภัย,13.7727052792,100.5123388424
100202,วชิรพยาบาล,Wachira Phayaban,1002,ดุสิต,Dusit,10,กรุงเทพมหานคร,Bangkok,ภาคกลาง,ภาคกลาง,ภาคกลาง,กรุงเทพมหานครและปริมณฑล,HQ,กรมป้องกันและบรรเทาสาธารณภัย,13.7780628992,100.5047154408
100203,สวนจิตรลดา,Suan Chitlada,1002,ดุสิต,Dusit,10,กรุงเทพมหานคร,Bangkok,ภาคกลาง,ภาคกลาง,ภาคกลาง,กรุงเทพมหานครและปริมณฑล,HQ,กรมป้องกันและบรรเทาสาธารณภัย,13.7678499214,100.5206616242
100204,สี่แยกมหานาค,Si Yaek Mahanak,1002,ดุสิต,Dusit,10,กรุงเทพมหานคร,Bangkok,ภาคกลาง,ภาคกลาง,ภาคกลาง,กรุงเทพมหานครและปริมณฑล,HQ,กรมป้องกันและบรรเทาสาธารณภัย,13.7578597088,100.5167316991
100206,ถนนนครไชยศรี,Thanon Nakhon Chai Si,1002,ดุสิต,Dusit,10,กรุงเทพมหานคร,Bangkok,ภาคกลาง,ภาคกลาง,ภาคกลาง,กรุงเทพมหานครและปริมณฑล,HQ,กรมป้องกันและบรรเทาสาธารณภัย,13.7889779913,100.5224259615
100305,โคกแฝด,Khok Faet,1003,หนองจอก,Nong Chok,10,กรุงเทพมหานคร,Bangkok,ภาคกลาง,ภาคกลาง,ภาคกลาง,กรุงเทพมหานครและปริมณฑล,HQ,กรมป้องกันและบรรเทาสาธารณภัย,13.8351622465,100.8280182035
100306,คู้ฝั่งเหนือ,Khu Fang Nuea,1003,หนองจอก,Nong Chok,10,กรุงเทพมหานคร,Bangkok,ภาคกลาง,ภาคกลาง,ภาคกลาง,กรุงเทพมหานครและปริมณฑล,HQ,กรมป้องกันและบรรเทาสาธารณภัย,13.8733654123,100.8116406263
100307,ลำผักชี,Lam Phak Chi,1003,หนองจอก,Nong Chok,10,กรุงเทพมหานคร,Bangkok,ภาคกลาง,ภาคกลาง,ภาคกลาง,กรุงเทพมหานครและปริมณฑล,HQ,กรมป้องกันและบรรเทาสาธารณภัย,13.7976909528,100.8365464942
100401,มหาพฤฒาราม,Maha Phruettharam,1004,บางรัก,Bang Rak,10,กรุงเทพมหานคร,Bangkok,ภาคกลาง,ภาคกลาง,ภาคกลาง,กรุงเทพมหานครและปริมณฑล,HQ,กรมป้องกันและบรรเทาสาธารณภัย,13.7335329403,100.5200631726
100402,สีลม,Si Lom,1004,บางรัก,Bang Rak,10,กรุงเทพมหานคร,Bangkok,ภาคกลาง,ภาคกลาง,ภาคกลาง,กรุงเทพมหานครและปริมณฑล,HQ,กรมป้องกันและบรรเทาสาธารณภัย,13.7238235532,100.5289018000
100403,สุริยวงศ์,Suriyawong,1004,บางรัก,Bang Rak,10,กรุงเทพมหานคร,Bangkok,ภาคกลาง,ภาคกลาง,ภาคกลาง,กรุงเทพมหานครและปริมณฑล,HQ,กรมป้องกันและบรรเทาสาธารณภัย,13.7267060347,100.5251842514
100404,บางรัก,Bang Rak,1004,บางรัก,Bang Rak,10,กรุงเทพมหานคร,Bangkok,ภาคกลาง,ภาคกลาง,ภาคกลาง,กรุงเทพมหานครและปริมณฑล,HQ,กรมป้องกันและบรรเทาสาธารณภัย,13.7245192986,100.5143924836
100405,สี่พระยา,Si Phraya,1004,บางรัก,Bang Rak,10,กรุงเทพมหานคร,Bangkok,ภาคกลาง,ภาคกลาง,ภาคกลาง,กรุงเทพมหานครและปริมณฑล,HQ,กรมป้องกันและบรรเทาสาธารณภัย,13.7293923399,100.5231122287
100502,อนุสาวรีย์,Anusawari,1005,บางเขน,Bang Khen,10,กรุงเทพมหานคร,Bangkok,ภาคกลาง,ภาคกลาง,ภาคกลาง,กรุงเทพมหานครและปริมณฑล,HQ,กรมป้องกันและบรรเทาสาธารณภัย,13.8677466956,100.6056590936
100508,ท่าแร้ง,Tha Raeng,1005,บางเขน,Bang Khen,10,กรุงเทพมหานคร,Bangkok,ภาคกลาง,ภาคกลาง,ภาคกลาง,กรุงเทพมหานครและปริมณฑล,HQ,กรมป้องกันและบรรเทาสาธารณภัย,13.8659580375,100.6499397957
100601,คลองจั่น,Khlong Chan,1006,บางกะปิ,Bang Kapi,10,กรุงเทพมหานคร,Bangkok,ภาคกลาง,ภาคกลาง,ภาคกลาง,กรุงเทพมหานครและปริมณฑล,HQ,กรมป้องกันและบรรเทาสาธารณภัย,13.7885360294,100.6348930169
100608,หัวหมาก,Hua Mak,1006,บางกะปิ,Bang Kapi,10,กรุงเทพมหานคร,Bangkok,ภาคกลาง,ภาคกลาง,ภาคกลาง,กรุงเทพมหานครและปริมณฑล,HQ,กรมป้องกันและบรรเทาสาธารณภัย,13.7547452003,100.6439534270
100701,รองเมือง,Rong Mueang,1007,ปทุมวัน,Pathum Wan,10,กรุงเทพมหานคร,Bangkok,ภาคกลาง,ภาคกลาง,ภาคกลาง,กรุงเทพมหานครและปริมณฑล,HQ,กรมป้องกันและบรรเทาสาธารณภัย,13.7444154608,100.5196166111
100702,วังใหม่,Wang Mai,1007,ปทุมวัน,Pathum Wan,10,กรุงเทพมหานคร,Bangkok,ภาคกลาง,ภาคกลาง,ภาคกลาง,กรุงเทพมหานครและปริมณฑล,HQ,กรมป้องกันและบรรเทาสาธารณภัย,13.7417825344,100.5263941477
100703,ปทุมวัน,Pathum Wan,1007,ปทุมวัน,Pathum Wan,10,กรุงเทพมหานคร,Bangkok,ภาคกลาง,ภาคกลาง,ภาคกลาง,กรุงเทพมหานครและปริมณฑล,HQ,กรมป้องกันและบรรเทาสาธารณภัย,13.7403815149,100.5345489932
100704,ลุมพินี,Lumphini,1007,ปทุมวัน,Pathum Wan,10,กรุงเทพมหานคร,Bangkok,ภาคกลาง,ภาคกลาง,ภาคกลาง,กรุงเทพมหานครและปริมณฑล,HQ,กรมป้องกันและบรรเทาสาธารณภัย,13.7361820172,100.5452810723
100801,ป้อมปราบ,Pom Prap,1008,ป้อมปราบศัตรูพ่าย,Pom Prap Sattru Phai,10,กรุงเทพมหานคร,Bangkok,ภาคกลาง,ภาคกลาง,ภาคกลาง,กรุงเทพมหานครและปริมณฑล,HQ,กรมป้องกันและบรรเทาสาธารณภัย,13.7437639058,100.5116775928
100802,วัดเทพศิรินทร์,Wat Thep Sirin,1008,ป้อมปราบศัตรูพ่าย,Pom Prap Sattru Phai,10,กรุงเทพมหานคร,Bangkok,ภาคกลาง,ภาคกลาง,ภาคกลาง,กรุงเทพมหานครและปริมณฑล,HQ,กรมป้องกันและบรรเทาสาธารณภัย,13.7485635524,100.5120443008
100803,คลองมหานาค,Khlong Maha Nak,1008,ป้อมปราบศัตรูพ่าย,Pom Prap Sattru Phai,10,กรุงเทพมหานคร,Bangkok,ภาคกลาง,ภาคกลาง,ภาคกลาง,กรุงเทพมหานครและปริมณฑล,HQ,กรมป้องกันและบรรเทาสาธารณภัย,13.7533184559,100.5135165801
100804,บ้านบาตร,Ban Bat,1008,ป้อมปราบศัตรูพ่าย,Pom Prap Sattru Phai,10,กรุงเทพมหานคร,Bangkok,ภาคกลาง,ภาคกลาง,ภาคกลาง,กรุงเทพมหานครและปริมณฑล,HQ,กรมป้องกันและบรรเทาสาธารณภัย,13.7515404481,100.5067520033
100805,วัดโสมนัส,Wat Sommanat,1008,ป้อมปราบศัตรูพ่าย,Pom Prap Sattru Phai,10,กรุงเทพมหานคร,Bangkok,ภาคกลาง,ภาคกลาง,ภาคกลาง,กรุงเทพมหานครและปริมณฑล,HQ,กรมป้องกันและบรรเทาสาธารณภัย,13.7588708510,100.5103513331
101001,มีนบุรี,Min Buri,1010,มีนบุรี,Min Buri,10,กรุงเทพมหานคร,Bangkok,ภาคกลาง,ภาคกลาง,ภาคกลาง,กรุงเทพมหานครและปริมณฑล,HQ,กรมป้องกันและบรรเทาสาธารณภัย,13.8050975687,100.7263744060
101002,แสนแสบ,Saen Saep,1010,มีนบุรี,Min Buri,10,กรุงเทพมหานคร,Bangkok,ภาคกลาง,ภาคกลาง,ภาคกลาง,กรุงเทพมหานครและปริมณฑล,HQ,กรมป้องกันและบรรเทาสาธารณภัย,13.8114972987,100.7739636144
101102,คลองสองต้นนุ่น,Khlong Song Ton Nun,1011,ลาดกระบัง,Lat Krabang,10,กรุงเทพมหานคร,Bangkok,ภาคกลาง,ภาคกลาง,ภาคกลาง,กรุงเทพมหานครและปริมณฑล,HQ,กรมป้องกันและบรรเทาสาธารณภัย,13.7517406128,100.7246347893
101103,คลองสามประเวศ,Khlong Sam Prawet,1011,ลาดกระบัง,Lat Krabang,10,กรุงเทพมหานคร,Bangkok,ภาคกลาง,ภาคกลาง,ภาคกลาง,กรุงเทพมหานครและปริมณฑล,HQ,กรมป้องกันและบรรเทาสาธารณภัย,13.7524986135,100.7542796992
101104,ลำปลาทิว,Lam Pla Thio,1011,ลาดกระบัง,Lat Krabang,10,กรุงเทพมหานคร,Bangkok,ภาคกลาง,ภาคกลาง,ภาคกลาง,กรุงเทพมหานครและปริมณฑล,HQ,กรมป้องกันและบรรเทาสาธารณภัย,13.7620809232,100.7952957869
101301,จักรวรรดิ,Chakkrawat,1013,สัมพันธวงศ์,Samphanthawong,10,กรุงเทพมหานคร,Bangkok,ภาคกลาง,ภาคกลาง,ภาคกลาง,กรุงเทพมหานครและปริมณฑล,HQ,กรมป้องกันและบรรเทาสาธารณภัย,13.7406249934,100.5043999198
101302,สัมพันธวงศ์,Samphanthawong,1013,สัมพันธวงศ์,Samphanthawong,10,กรุงเทพมหานคร,Bangkok,ภาคกลาง,ภาคกลาง,ภาคกลาง,กรุงเทพมหานครและปริมณฑล,HQ,กรมป้องกันและบรรเทาสาธารณภัย,13.7398569936,100.5091145806
101303,ตลาดน้อย,Talat Noi,1013,สัมพันธวงศ์,Samphanthawong,10,กรุงเทพมหานคร,Bangkok,ภาคกลาง,ภาคกลาง,ภาคกลาง,กรุงเทพมหานครและปริมณฑล,HQ,กรมป้องกันและบรรเทาสาธารณภัย,13.7342667429,100.5134879199
101401,สามเสนใน,Sam Sen Nai,1014,พญาไท,Phaya Thai,10,กรุงเทพมหานคร,Bangkok,ภาคกลาง,ภาคกลาง,ภาคกลาง,กรุงเทพมหานครและปริมณฑล,HQ,กรมป้องกันและบรรเทาสาธารณภัย,13.7819333850,100.5445487010
101501,วัดกัลยาณ์,Wat Kanlaya,1015,ธนบุรี,Thon Buri,10,กรุงเทพมหานคร,Bangkok,ภาคกลาง,ภาคกลาง,ภาคกลาง,กรุงเทพมหานครและปริมณฑล,HQ,กรมป้องกันและบรรเทาสาธารณภัย,13.7369968464,100.4928638130
101502,หิรัญรูจี,Hiran Ruchi,1015,ธนบุรี,Thon Buri,10,กรุงเทพมหานคร,Bangkok,ภาคกลาง,ภาคกลาง,ภาคกลาง,กรุงเทพมหานครและปริมณฑล,HQ,กรมป้องกันและบรรเทาสาธารณภัย,13.7306545485,100.4898869870
101503,บางยี่เรือ,Bang Yi Ruea,1015,ธนบุรี,Thon Buri,10,กรุงเทพมหานคร,Bangkok,ภาคกลาง,ภาคกลาง,ภาคกลาง,กรุงเทพมหานครและปริมณฑล,HQ,กรมป้องกันและบรรเทาสาธารณภัย,13.7227062133,100.4860697210
101504,บุคคโล,Bukkhalo,1015,ธนบุรี,Thon Buri,10,กรุงเทพมหานคร,Bangkok,ภาคกลาง,ภาคกลาง,ภาคกลาง,กรุงเทพมหานครและปริมณฑล,HQ,กรมป้องกันและบรรเทาสาธารณภัย,13.7135206657,100.4847013764
101505,ตลาดพลู,Talat Phlu,1015,ธนบุรี,Thon Buri,10,กรุงเทพมหานคร,Bangkok,ภาคกลาง,ภาคกลาง,ภาคกลาง,กรุงเทพมหานครและปริมณฑล,HQ,กรมป้องกันและบรรเทาสาธารณภัย,13.7166731587,100.4738079934
101506,ดาวคะนอง,Dao Khanong,1015,ธนบุรี,Thon Buri,10,กรุงเทพมหานคร,Bangkok,ภาคกลาง,ภาคกลาง,ภาคกลาง,กรุงเทพมหานครและปริมณฑล,HQ,กรมป้องกันและบรรเทาสาธารณภัย,13.7025219321,100.4831867000
101507,สำเหร่,Samre,1015,ธนบุรี,Thon Buri,10,กรุงเทพมหานคร,Bangkok,ภาคกลาง,ภาคกลาง,ภาคกลาง,กรุงเทพมหานครและปริมณฑล,HQ,กรมป้องกันและบรรเทาสาธารณภัย,13.7089959902,100.4917460533
