TambonID,TambonTH,TambonEN,AmphoeID,AmphoeTH,AmphoeEN,ProvinceID,ProvinceTH,ProvinceEN,FormalRegi,F4Region,TMDRegion,MetroRegio,Units,UnitsTH,lat,lon
580508,ขุนแม่ลาน้อย,Khun Mae La Noi,5805,แม่ลาน้อย,Mae La Noi,58,แม่ฮ่องสอน,Mae Hong Son,ภาคเหนือ,ภาคเหนือ,ภาคเหนือ,ต่างจังหวัด,RG10,ศูนย์ ปภ. เขต 10,18.5857921725,98.1611668618
510102,เหมืองง่า,Mueang Nga,5101,เมืองลำพูน,Mueang Lamphun,51,ลำพูน,Lamphun,ภาคเหนือ,ภาคเหนือ,ภาคเหนือ,ต่างจังหวัด,RG10,ศูนย์ ปภ. เขต 10,18.6121568380,99.0163341404
501201,ยุหว่า,Yu Wa,5012,สันป่าตอง,San Pa Tong,50,เชียงใหม่,Chiang Mai,ภาคเหนือ,ภาคเหนือ,ภาคเหนือ,ต่างจังหวัด,RG10,ศูนย์ ปภ. เขต 10,18.6193074600,98.8816761678
510105,ประตูป่า,Pratu Pa,5101,เมืองลำพูน,Mueang Lamphun,51,ลำพูน,Lamphun,ภาคเหนือ,ภาคเหนือ,ภาคเหนือ,ต่างจังหวัด,RG10,ศูนย์ ปภ. เขต 10,18.6206234806,98.9896021695
510113,มะเขือแจ้,Makhuea Chae,5101,เมืองลำพูน,Mueang Lamphun,51,ลำพูน,Lamphun,ภาคเหนือ,ภาคเหนือ,ภาคเหนือ,ต่างจังหวัด,RG10,ศูนย์ ปภ. เขต 10,18.5904527729,99.1268433336
501210,ทุ่งต้อม,Thung Tom,5012,สันป่าตอง,San Pa Tong,50,เชียงใหม่,Chiang Mai,ภาคเหนือ,ภาคเหนือ,ภาคเหนือ,ต่างจังหวัด,RG10,ศูนย์ ปภ. เขต 10,18.6126892019,98.9196561361
501504,หนองตอง,Nong Tong,5015,หางดง,Hang Dong,50,เชียงใหม่,Chiang Mai,ภาคเหนือ,ภาคเหนือ,ภาคเหนือ,ต่างจังหวัด,RG10,ศูนย์ ปภ. เขต 10,18.6127205151,98.9454653903
550703,ไหล่น่าน,Lai Nan,5507,เวียงสา,Wiang Sa,55,น่าน,Nan,ภาคเหนือ,ภาคเหนือ,ภาคเหนือ,ต่างจังหวัด,RG15,ศูนย์ ปภ. เขต 15,18.5884658755,100.8668352873
502202,ทุ่งปี๊,Thung Pi,5022,แม่วาง,Mae Wang,50,เชียงใหม่,Chiang Mai,ภาคเหนือ,ภาคเหนือ,ภาคเหนือ,ต่างจังหวัด,RG10,ศูนย์ ปภ. เขต 10,18.5889935901,98.7546752880
550701,กลางเวียง,Klang Wiang,5507,เวียงสา,Wiang Sa,55,น่าน,Nan,ภาคเหนือ,ภาคเหนือ,ภาคเหนือ,ต่างจังหวัด,RG15,ศูนย์ ปภ. เขต 15,18.5772072456,100.7402814279
