,name,juristicid,year,accountreceivable,accountpayable,totalnoncurrentliability,totalliability,totalcurrentliability,totalcurrentasset,totalasset,totalexpense,cashandcashequivalent,otherincome,totalrevenue,netprofitloss,pct_accountreceivable,pct_accountpayable,pct_totalnoncurrentliability,pct_totalliability,pct_totalcurrentliability,pct_totalcurrentasset,pct_totalasset,pct_totalexpense,pct_cashandcashequivalent,pct_otherincome,pct_totalrevenue,pct_netprofitloss
107,บริษัท ไมเนอร์ อินเตอร์เนชั่นแนล จำกัด (มหาชน),107536000919,2020-12-31,4778267000,681785900,76268740000,88093320000,11824590000,15642860000,154940500000,955649200,10645340000,4463693000,4656175000,1549720000,193.81287293334054,-4.464880869390364,12.896294447636848,10.291158185038274,-3.997418192003699,692.026300186882,20.02526921161145,-44.86720869710199,3422.7995119531433,-36.7594886063618,-39.26654852610827,-59.70730256391057
108,บมจ.บริษัท ไมเนอร์ อินเตอร์เนชั่นแนล จำกัด (มหาชน),107536000919,2021-12-31,4451682000,856579500,74806640000,93561620000,30139580000,14418250000,161604800000,-1348589000,9898556000,1005896000,6076174000,4702036000,-6.834800148254583,25.63760852197148,-1.9170370455838137,6.20739461289459,154.88900672243182,-7.828555647752388,4.301199492708485,-241.11757745415366,-7.015125867280892,-77.46493766484389,30.497114047474593,203.41197119479645
109,บริษัท ไมเนอร์ อินเตอร์เนชั่นแนล จำกัด (มหาชน),107536000919,2022-12-31,7044110000,1115296000,62513010000,87009500000,24496490000,10738650000,156077200000,1133928000,3414284000,299084700,6577081000,2963913000,58.234797543939564,30.20344287949921,-16.43387538860187,-7.002999734292759,-18.723187250784513,-25.52043417196955,-3.420442957139891,-184.08254850069218,-65.50725176480286,-70.26683673063616,8.243789595228845,-36.96532736031796
111,บมจ.โรงพยาบาลบำรุงราษฎร์ จำกัด (มหาชน),107536000994,2013-12-31,1302241000,850388700,5528501000,7623300000,2094799000,7385898000,16961970000,11175130000,5712060000,286419800,14414010000,2475559000,,,,,,,,,,,,
112,บมจ.โรงพยาบาลบำรุงราษฎร์ จำกัด (มหาชน),107536000994,2014-12-31,1588263000,1871512000,5553901000,7836321000,2282420000,8211126000,18414100000,11965710000,4540099000,330362200,15489410000,2672685000,21.963830043747667,120.07724232459816,0.4594373773288529,2.794341033410719,8.956515637061123,11.173021885761214,8.561092844758011,7.07445908906652,-20.517308991852325,15.341956107783062,7.460796821980842,7.962888381977562
113,บมจ.โรงพยาบาลบำรุงราษฎร์ จำกัด (มหาชน),107536000994,2015-12-31,2328383000,2089639000,4132867000,8133520000,4000653000,9800914000,20495310000,13180000000,4818341000,479513100,17579060000,3411206000,46.599335248633245,11.65512163427218,-25.586232091641538,3.7925832798324732,75.28119276907843,19.361388438077796,11.302262939812424,10.148081476151427,6.128544774023648,45.14768941483014,13.490830186559721,27.632175134742788
114,บมจ.โรงพยาบาลบำรุงราษฎร์ จำกัด (มหาชน),107536000994,2016-12-31,1692245000,1895036000,4155637000,6454538000,2298901000,8517050000,20718260000,13195290000,4938523000,493495400,17834880000,3671034000,-27.32102063964562,-9.312756892458463,0.5509492562910889,-20.642747543499006,-42.53685585828113,-13.099431338750655,1.0878098452767881,0.11600910470410675,2.4942609914906377,2.9159370202816115,1.4552541489704307,7.616895608180796
115,บริษัท โรงพยาบาลบำรุงราษฎร์ จำกัด (มหาชน),107536000994,2018-12-31,2565571000,958824400,3045100000,5846532000,2801432000,11733780000,24245990000,13038440000,2287035000,631807100,18195890000,4160930000,51.60753909747111,-49.40336753497031,-26.72362865187695,-9.419822146836843,21.859619009257038,37.76812393962699,17.027153824693777,-1.1886817190073118,-53.68989878147779,28.02694817418765,2.0241795851724254,13.344905004965902
116,บริษัท โรงพยาบาลบำรุงราษฎร์ จำกัด (มหาชน),107536000994,2019-12-31,2763295000,862779500,3229533000,5793497000,2563964000,11323600000,25940210000,13651970000,1770480000,888364700,18474400000,3929712000,7.706822379891265,-10.016943665597166,6.056714065219526,-0.9071189553054748,-8.47666479143524,-3.495719197053293,6.987629707015475,4.7055475961848225,-22.586230643606243,40.60695107731458,1.5306203763597148,-5.556882716123557
117,บริษัท โรงพยาบาลบำรุงราษฎร์ จำกัด (มหาชน),107536000994,2020-12-31,2214780000,688681300,917103700,5240179000,4323076000,10290820000,23987320000,10758930000,838418400,507650300,12237750000,1225107000,-19.850034107831416,-20.178759462875504,-71.60259083898508,-9.550673798571053,68.6090756344473,-9.120597689780642,-7.528427873174504,-21.19137384567942,-52.64457096380642,-42.855642508082546,-33.75833585935132,-68.82450927701572
118,บมจ.บริษัท โรงพยาบาลบำรุงราษฎร์ จำกัด (มหาชน),107536000994,2021-12-31,1468115000,800400400,890180500,3059142000,2168961000,7509604000,20602300000,10627520000,1379859000,191109600,12001760000,1294451000,-33.71282926520919,16.22217707958673,-2.935676739718751,-41.6214217109759,-49.82829355764275,-27.026184502303995,-14.111705684503317,-1.2214039871994653,64.57880695366418,-62.35408508573717,-1.928377356948785,5.660240289215546
119,บริษัท โรงพยาบาลบำรุงราษฎร์ จำกัด (มหาชน),107536000994,2022-12-31,2697488000,1093148000,774325100,4047773000,3273448000,10784150000,23989520000,14389120000,1615515000,647801700,20237130000,4839784000,83.7381948961764,36.57514414035774,-13.014821151440636,32.317264121770094,50.92240017224836,43.60477596421861,16.440979890594743,35.39489928035893,17.078266692466414,238.96868603147095,68.61801935716095,273.8869991988882
121,บมจ.โรงแรมเซ็นทรัลพลาซา จำกัด (มหาชน),107536001389,2013-12-31,542218800,342568500,5340606000,9322007000,3981400000,1096346000,15927270000,2180081000,32124670,1363769000,3618274000,941066200,,,,,,,,,,,,
122,บมจ.โรงแรมเซ็นทรัลพลาซา จำกัด (มหาชน),107536001389,2014-12-31,305226400,389802400,5997018000,8768719000,2771701000,720242400,15555740000,2027250000,27866500,966093200,3047055000,662571700,-43.7078906153752,13.788162075614064,12.29096473321567,-5.935288398732164,-30.38375948158939,-34.30519197406659,-2.3326659245432535,-7.010335854493476,-13.25514005280054,-29.160055698582386,-15.787057586020293,-29.59350787436633
123,บมจ.โรงแรมเซ็นทรัลพลาซา จำกัด (มหาชน),107536001389,2015-12-31,310245600,348039100,2935165000,7952608000,5017443000,1017217000,14360470000,2187700000,39945570,1410840000,3614165000,1105650000,1.6444187003483268,-10.713966871419977,-51.056258293705305,-9.307072104830816,81.02396326299267,41.23259058339248,-7.683787463662927,7.914662720434085,43.34620422370947,46.035599877941394,18.611741501220024,66.872506024631
124,บมจ.โรงแรมเซ็นทรัลพลาซา จำกัด (มหาชน),107536001389,2016-12-31,236831900,337917200,6106565000,8002750000,1896186000,1128932000,14690370000,2230670000,32932200,1280466000,3438325000,962926000,-23.663091434656923,-2.90826519204308,108.04844020693895,0.6305101420816861,-62.208120749951725,10.982415748065556,2.2972785709659993,1.9641632765004413,-17.55731611790744,-9.240877774942591,-4.865300837122821,-12.908605797494687
125,บริษัท โรงแรมเซ็นทรัลพลาซา จำกัด (มหาชน),107536001389,2018-12-31,491506600,398534300,6807988000,7743039000,935051100,1017478000,15002700000,2726045000,139811000,1622181000,4099492000,1181467000,107.53395129625699,17.93844764338719,11.486375728416887,-3.245271937771388,-50.68779645034822,-9.872516679481135,2.1260866812748747,22.20745336602905,324.54193767801723,26.68676872326168,19.229334050736924,22.695513466247675
126,บริษัท โรงแรมเซ็นทรัลพลาซา จำกัด (มหาชน),107536001389,2019-12-31,364894300,375880200,5980664000,8166022000,2185358000,958569600,15611660000,2517476000,64004930,1413221000,3729957000,1063474000,-25.760040658660532,-5.68435389375519,-12.15225408740438,5.4627517696862915,133.7153552356657,-5.7896485231130335,4.059002712845028,-7.65097421355847,-54.220390384161476,-12.881423219727017,-9.01416565759855,-9.986990749635838
127,บริษัท โรงแรมเซ็นทรัลพลาซา จำกัด (มหาชน),107536001389,2020-12-31,79805750,236929900,8641573000,12124660000,3483083000,359564800,17365650000,3063776000,184448600,1458778000,1458778000,-1679712000,-78.12907737939453,-36.96664522366435,44.491865786140124,48.47694507803186,59.382718987003514,-62.48944260281153,11.235128102969183,21.70030617968155,188.1787387315321,3.2236288591805495,-60.89021937786414,-257.9457513770906
128,บมจ.บริษัท โรงแรมเซ็นทรัลพลาซา จำกัด (มหาชน),107536001389,2021-12-31,201985700,265205100,11954490000,16729470000,7729873000,529784800,23506910000,1847890000,273481300,525395300,983072400,-1212204000,153.09667536487032,11.933993978809765,38.33696712392525,37.978879407752466,121.92617861819541,47.34056281371257,35.3644119281455,-39.68586476295917,48.26965344274774,-63.98387554514806,-32.60986935640653,-27.832628450591535
129,บริษัท โรงแรมเซ็นทรัลพลาซา จำกัด (มหาชน),107536001389,2022-12-31,322154800,422687000,11048000000,17154210000,6106207000,1240294000,23902860000,1751239000,867755300,717443400,2135396000,-28792310,59.49386515976131,59.381173288145675,-7.58284125880736,2.538873018690979,-21.005079902347678,134.11279447805975,1.684398332235082,-5.230343797520421,217.29968374437303,36.553067756791876,117.21655495566753,-97.6247966513887
131,บมจ.ธนาคารทหารไทย จำกัด (มหาชน),107537000017,2013-12-31,468361000000,0,52108490000,703820500000,651712000000,726827200000,765345400000,37778640000,16556120000,3030234000,44836340000,5799209000,,,,,,,,,,,,
132,บมจ.ธนาคารทหารไทย จำกัด (มหาชน),107537000017,2014-12-31,503051200000,0,47952340000,740207400000,692255100000,777485900000,809550800000,35480460000,16427870000,2911310000,45947280000,9443144000,7.406722592188508,,-7.975955549661872,5.169911930669824,6.221014804085234,6.969840974581021,5.775875833316557,-6.083278805166092,-0.7746380190527757,-3.9245814019643332,2.4777669185308104,62.83503491596871
