,name,juristicid,year,accountreceivable,accountpayable,totalnoncurrentliability,totalliability,totalcurrentliability,totalcurrentasset,totalasset,totalexpense,cashandcashequivalent,otherincome,totalrevenue,netprofitloss,pct_accountreceivable,pct_accountpayable,pct_totalnoncurrentliability,pct_totalliability,pct_totalcurrentliability,pct_totalcurrentasset,pct_totalasset,pct_totalexpense,pct_cashandcashequivalent,pct_otherincome,pct_totalrevenue,pct_netprofitloss
22,บมจ.อินทัช โฮลดิ้งส์  จำกัด (มหาชน),107535000257,2014-12-31,17869160,122048600,57905750,190473600,132567800,2112980000,14341880000,409020100,305178700,75632150,14458500000,13948090000,10.142797881855037,25.309246850446087,9.211190640228995,24.197883452984104,32.11701673888692,-1.8999918287908812,-0.4010519714742644,5.174917349177188,-39.82828965749221,5.898459104306242,3.5510374799107236,2.776903788381735
23,บมจ.อินทัช โฮลดิ้งส์  จำกัด (มหาชน),107535000257,2015-12-31,11476630,114295700,65518590,180015200,114496600,1811349000,14425700000,437452000,175109700,64056140,15357910000,14913430000,-35.774093466061075,-6.3523055569666536,13.146950000647607,-5.490734673991571,-13.63166621155364,-14.275146948858952,0.584442207018876,6.951223179496568,-42.620602289740404,-15.305673579291346,6.220631462461523,6.920947599277039
24,บมจ.อินทัช โฮลดิ้งส์  จำกัด (มหาชน),107535000257,2016-12-31,6667396,84112240,50589390,135518900,84929530,1758817000,14323820000,406904000,260238200,71070500,15143440000,14659020000,-41.90458348835852,-26.408220081770352,-22.786204648176955,-24.718079362187197,-25.82353537135601,-2.900158942313158,-0.7062395585656134,-6.983166153086506,48.61438286970967,10.950332005643792,-1.3964790782079017,-1.7059120537663008
25,บริษัท อินทัช โฮลดิ้งส์  จำกัด (มหาชน),107535000257,2018-12-31,27107210,71177510,60010940,131188400,71177510,1939851000,31780110000,337631000,144092600,11821670000,11821670000,11481280000,306.56367193429037,-15.377940237948717,18.623569092254332,-3.1954952408852155,-16.192271404304247,10.29294122128681,121.86895674477896,-17.024408705738946,-44.63049621462184,16533.722852660387,-21.93537267622152,-21.677711061175987
26,บริษัท อินทัช โฮลดิ้งส์  จำกัด (มหาชน),107535000257,2019-12-31,16745410,81054460,79003820,160058300,81054460,2094762000,35552570000,412293000,589290600,11490640000,11490640000,11074870000,-38.2252544618203,13.876503968739563,31.649029326986057,22.00644264279463,13.876503968739563,7.985716428736023,11.870506426818528,22.113490763585087,308.96659509232256,-2.8001965881300994,-2.8001965881300994,-3.5397621171158633
27,บริษัท อินทัช โฮลดิ้งส์  จำกัด (มหาชน),107535000257,2020-12-31,1754782000,80116720,117596200,210889000,93292850,2207004000,39136360000,318847300,450589400,11367250000,11367250000,11043600000,10379.182056456068,-1.1569258496077817,48.84875187047917,31.757615818736042,15.098971728391009,5.358222079644359,10.080255801479332,-22.664876677508474,-23.536978190386883,-1.073830526411057,-1.073830526411057,-0.2823509440742833
28,บมจ.บริษัท อินทัช โฮลดิ้งส์  จำกัด (มหาชน),107535000257,2021-12-31,1902977000,109165200,48494740,170732200,122237500,2299248000,41717150000,375904800,394788800,11121950000,11121950000,10742830000,8.44520857861546,36.257700015677116,-58.76164365855359,-19.041675952752392,31.025582346342716,4.179602755590839,6.594353690532273,17.894929641869318,-12.383913159075643,-2.1579537707009155,-2.1579537707009155,-2.72347785142526
29,บริษัท อินทัช โฮลดิ้งส์  จำกัด (มหาชน),107535000257,2022-12-31,5441518,4526047000,59885510,4590861000,4530975000,5686548000,41769210000,172582200,5523811000,45201590,10560870000,10386310000,-99.71405235060644,4046.0529546045814,23.488671142478545,2588.9251119589626,3606.6980263830656,147.32208095864388,0.12479280104225055,-54.08885441207454,1299.181283764889,-99.59358215061208,-5.044798798771799,-3.3186785977251776
31,บมจ.แอดวานซ์ อินโฟร์ เซอร์วิส  จำกัด (มหาชน),107535000265,2013-12-31,11529600000,1621378000,16163060000,43163170000,27000110000,52166390000,86944010000,67086530000,3964631000,10229530000,112098900000,36647990000,,,,,,,,,,,,
32,บมจ.แอดวานซ์ อินโฟร์ เซอร์วิส  จำกัด (มหาชน),107535000265,2014-12-31,9944049000,1285825000,13308660000,25928670000,12620010000,49393440000,69542260000,47825260000,1679292000,25006940000,87645630000,34866030000,-13.752003538717739,-20.69554416058439,-17.660022297757973,-39.92871700572502,-53.25941264683737,-5.315587296724955,-20.01489234278474,-28.71108402834369,-57.64317032278665,144.45834754871436,-21.81401423207543,-4.862367622344365
33,บมจ.แอดวานซ์ อินโฟร์ เซอร์วิส  จำกัด (มหาชน),107535000265,2015-12-31,25426530000,8743935000,9859808000,37123020000,27263210000,72191890000,82333320000,30525180000,1153323000,38839190000,70433510000,38596850000,155.69594437839154,580.0252756012677,-25.91434449448705,43.1736375217086,116.03160377844391,46.15683783109661,18.39321874210014,-36.17352001850068,-31.320878084335547,55.31364493216684,-19.638309405728506,10.70044395648142
34,บมจ.แอดวานซ์ อินโฟร์ เซอร์วิส  จำกัด (มหาชน),107535000265,2016-12-31,13961930000,8315511000,3687914000,26197270000,22509360000,53863820000,64895550000,6397743000,409711000,31225100000,36174640000,29961970000,-45.08912541349528,-4.899670457294114,-62.596492751177315,-29.43119929359196,-17.436868219112867,-25.387990257631433,-21.179481162669013,-79.04109656355834,-64.4756065733537,-19.60414210492032,-48.64001524274454,-22.371981133175378
35,บริษัท แอดวานซ์ อินโฟร์ เซอร์วิส  จำกัด (มหาชน),107535000265,2018-12-31,1786094000,8076925000,305483400,16216450000,15910970000,50853600000,74405950000,1720148000,330502400,29721140000,31454960000,29682180000,-87.20739897707553,-2.8691682327159462,-91.71663439006441,-38.098702651077765,-29.313983160782897,-5.588575039794796,14.65493396696691,-73.11320570394903,-19.332797996636653,-4.816509795004665,-13.046930114577505,-0.9338171021464836
36,บริษัท แอดวานซ์ อินโฟร์ เซอร์วิส  จำกัด (มหาชน),107535000265,2019-12-31,1825358000,8021685000,361058500,13318070000,12957010000,54364840000,83253830000,1680024000,1975220000,31270720000,32998230000,31189570000,2.198316549968804,-0.6839236466848475,18.192510624145196,-17.87308566301502,-18.56555571407651,6.90460459043214,11.891360838750131,-2.3325899864430233,497.64165101372936,5.213730025160546,4.906285050116099,5.078434265946763
37,บริษัท แอดวานซ์ อินโฟร์ เซอร์วิส  จำกัด (มหาชน),107535000265,2020-12-31,1753890000,7896777000,533709700,13662910000,15908960000,54916980000,89896550000,1527918000,614805600,454373400,29171430000,27434360000,-3.9152867547078474,-1.5571292066442366,47.81806826317619,2.5892640600327255,22.78264815725233,1.0156196541735385,7.978876167018378,-9.053799231439552,-68.87406972387886,-98.54696853798058,-11.596985656503389,-12.03995438218609
